UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
31358,76310,"Powell River, BC, Canada",03/04/2020,Canadian internet providers are raising prices; have they become #coronavirus profiteers?  https://t.co/JvLwga0F0w,Positive
7703,52655,"Gujarat, India",18/03/2020,"11 Safe Online Shopping Tips
#onlineshopping #AsiManshiDebut #COVID2019 #COVID2019uk #COVID2019NL #COVID2019italia #CoronaInPakistan #blogging #bloggersrequired #FilmTwitter #Corona #covidindia #coronavirus #COVID19SouthAfrica 

https://t.co/5RwGgQ5Bfr",Positive
20227,65179,Dhaka,22/03/2020,"Short thought - what food should we actually stock? The ans is NOTHING THAT LEAVES NO FOOD FOR OTHERS! But then, there has to be something of a decent amount, easily available, and of of good nutrition, right? So here is one
#covid_19 #panicbuying #foodstorage #food #coronavirus https://t.co/dBiNLQCRPY",Positive
12978,57930,"London, England",20/03/2020,"Fuck it, may as well prepare for the inevitable... and by inevitable I mean taking a cricket bat to the supermarket and making sure I can buy some food. #ShaunoftheDead #CoronaVirus #ZombiePrep https://t.co/UHunPVIPfR",Neutral
40378,85330,"Nashville, TN",09/04/2020,CFPB Announces Flexibility Regarding Credit Reporting Obligations During COVID-19 Pandemic https://t.co/ZRSy8XQeB8,Positive
17829,62781,,21/03/2020,"@monicaonairtalk Yes. Chinese attempts to breach #Maralago, Chinese sabotage of NK initiative. Trade war retribution for loss of face by #XiJingping. Takeout of ally #Soleimani around time of Iran #Covid_19 cluster. If USA not consumer addicted, we would ",Negative
16247,61199,"Durham, NC",21/03/2020,Our neighborhood grocery store is limiting the number of people who can go in and dispensing hand sanitizer for every person as they go on. Good to see leadership at the local level despite an utter lack of it at the national level. #Covid_19 https://t.co/pOEOGNtkZ9,Positive
24037,68989,,24/03/2020,"If you're having problems getting to or topping up your prepayment meter, take a look at the @CitizensAdvice website for guidance on what to do: https://t.co/7cxah0x4On #Coronavirus #COVID19",Negative
39094,84046,"Lafayette, CO",09/04/2020,"How is the COVID-19 pandemic shifting #IT demand for #DataCenter demand? Are remote work tools such as notebooks, smartphones, and consumer electronics demand affecting the storage and memory giant @MicronTech?

https://t.co/pyF7CwnPcM https://t.co/S8HjlYI1UD",Negative
4944,49896,"Australia, Asia and Europe",17/03/2020,"With panic buying of essential items like toilet paper, tissues, sanitizer and all foods  all Australia due to Covid 19 our gov't is allowing  students to work more hours to stock supermarket shelves. 
# 
#cruise https://t.co/b93Mxo5Vv2",Negative
35846,80798,"Bryan, Texas",07/04/2020,"People everywhere are staying home, practicing #SocialDistancing, and washing their hands often. But are grocery shopping and online deliveries bringing new viruses and germs into their carefully cleaned homes? https://t.co/YIaiN8uPsM #COVID19 #Coronavirus #StopTheSpread https://t.co/bjvZ1PrRnJ",Positive
18813,63765,U.S.A.,22/03/2020,How to Protect Yourself From #COVID?19 #Coronavirus When Grocery #Shopping ? In-Store or #Online. #health #publichealth https://t.co/lXnXIGbjMk,Positive
43311,88263,?????????,13/04/2020,Australia s booming LNG industry stalls after fall in oil prices amid More than 80bn of investment decisions are delayed due to a collapsed oil price and a geopolitical price war,Negative
14242,59194,saltburn by sea,20/03/2020,In quarantine until 31st March and earliest available online shopping delivery slot is 2nd April #CoronaCrisis @BBCPolitics @SkyNewsPolitics  any ideas???,Neutral
12817,57769,"Los Angeles , CA",20/03/2020,Hy Vee is discontinuing its store circular Schnucks is closing its customer service counters and Redner s is banning reusable bags,Neutral
38624,83576,New Zealand,08/04/2020,Covid-19: Shopping and consumer rights - Experts answers your questions https://t.co/RUQicQJL34,Neutral
27475,72427,United States,26/03/2020,Compelling insights from the consumer survey regarding the Americans say the Government is most responsible 30 85 for handling this crisis yet they do not trust them 9 6 Full Infographic here,Negative
34287,79239,,06/04/2020,"It was rumored that the drug was a cure for COVID-19, so Nigerians started buying it. With Trump saying, the article asserts, that it was something that could cure COVID-19, prices soared. https://t.co/RcjMyA7lee",Neutral
26634,71586,"Ghaziabad, India",25/03/2020,"Protect yourself and others from the new #CoronaVirus scare.
Use an alcohol-based sanitizer that contains 60% alcohol or else wash your hands frequently with soap and water.

#SantoshHospitals #SantoshMedicalCollege #NCR #Delhi #LifeAtSantosh https://t.co/bDeEAxesCm",Negative
14312,59264,"Cleveland, Ohio",20/03/2020,Why #Tech Companies Can Regain #Consumer #Trust as #Coronavirus #Crisis Continues (@eMarketer) https://t.co/0ns9Cuml0a #digitalmarketing #ecommerce #mcommerce #retail #retailmarketing #reputationmarketing #mobilemarketing,Neutral
18899,63851,"London, England",22/03/2020,OMG!? The prices on basics have gone up. I purchased a pack of Tena for my aunt and paid £16.50. My daughter is lacto intolerant and I can't find Lacto free milk on the shelves. Managed to find Almond milk and paid £3.99. What's after COVID-19 as we head into full Brexit ?,Positive
39184,84136,,09/04/2020,Community advocate amp founder Catherine Hughes is one of 20 experienced consumer amp community advocates who have joined Australia s first consumer reference group launched by Telethon Kids Here s why she wanted to take part,Positive
28547,73499,Singapore,27/03/2020,#Coronavirus: US egg prices hit record levels as pandemic buying boosts demand. #StayAtHomeSaveLives,Positive
19195,64147,"Costa de Almeria, Spain",22/03/2020,Online supermarket shopping during Coronavirus https://t.co/DOInaqBTDL #RoquetasdeMar #CostadeAlmeria,Neutral
14499,59451,all over the  world,20/03/2020,To ensure adequate social distancing Supermarket has plastered its floors with red dots for people to stand on while shopping The dots are carefully placed at a safe distance from 1 another It has also set plexi barriers for cashiers  from 19,Positive
29989,74941,"??????, ??????? ??????? ????????",02/04/2020,coronavirus death toll rises to 2 921 up 24 in a day 49 new cases in After death of a cashier French supermarket staff work in fear Reports 1128 Cases 54 Deaths from COVID 19,Negative
34788,79740,"Phoenix, AZ",06/04/2020,The coronavirus pandemic played a role in the closure as it interfered with the grocery s ability to get inventory,Positive
22771,67723,???????,24/03/2020,Canada an Asian woman was kick out of a supermarket for wearing a mask 19,Neutral
15911,60863,?????????,21/03/2020,BKK announcement Department stores and market closed from 22Mar to 12Apr Only supermarket drug stores and take away restaurant can be opened 19,Neutral
10643,55595,"Stanford, California",19/03/2020,"Here's the Time article on the DTC COVID test. Doesn't say anything about accuracy (tho, IF the sample is properly taken by the consumer, seems like to be ok). Takes a while, needs a telemedicine doc ok (seems like rubber stamp), if positive get reported https://t.co/mBt8C51TNQ",Positive
14881,59833,"Venice, Los Angeles",20/03/2020,"Lets send collective gratitude to grocery store &amp; delivery workers, who are working hard, putting themselves at risk and dealing with the worst of humanity, especially:

Amazon @WholeFoods Trader Joes

We see you &amp; we appreciate you??. 

Pass it on

#CoronaCrisis #lockdown",Positive
12070,57022,"London, UK",19/03/2020,"Our latest #coronavirus news sees global farmed #salmon markets ""a mess"", while there's some concern in #India over how low #shrimp prices could fall, and indeed have fallen:  https://t.co/Iu49TBeunD",Negative
12398,57350,San Escobar,20/03/2020,This breaks my heart The ones who through their strength of spirit in wartime guarrantee you live in peace today the old the lonely the vulnerable Local shop is lifeline with hiked up prices amp they have nobody to talk too about it mutated into who we are now,Positive
6819,51771,,18/03/2020,"@Accor @All You are so stubborn and uncaring, giving limited ability to cancel/postpone bookings for #COVID19. Told I can only postpone but have to pay extra; all future bookings are much higher! This is #daylight robbery???#badcustomerservice #business #",Negative
27813,72765,"Powder Springs, GA",26/03/2020,"#Coronavirus  Virus needs to GTHOH ASAP
Egg Prices Are Skyrocketing Because Of Coronavirus Panic Shopping  CBS Boston https://t.co/3jpnP29JI6",Negative
38318,83270,"Shelton, CT",08/04/2020,"The #coronavirus isn't stopping customers from shopping online, so it's important to keep your #ecommerce store fully stocked for the upcoming summer season. Here are some popular #summer product trends to get retailers started https://t.co/aLrM6xSlr1 #retailvscorona #Summer2020 https://t.co/LfTZEHzHRN",Positive
21018,65970,Danmark,23/03/2020,Danish consumer confidence drops due to COVID 19 but not dramatically This give hopes that the government s huge support packages can help avoiding a free fall like during the financial crisis in 2008 09,Positive
12982,57934,"Ottawa, Ontario",20/03/2020,1/4 A thread My son works at an ottawa grocery store part time. He is a full time university student living at home and therefore doesnt really need the money.  #Covid_19 #SocialDistancing,Neutral
32942,77894,"New Brunswick, NJ",05/04/2020,"@ChathamHouse This post examines the impact of corruption, corona virus' spread &amp; collapse of oil prices on Iraq. The crisis offers Iraq's October Revolution-driven by youth-the opportunity 2 organize 4 post-Covid-19 elections 2 enact democratic refor",Negative
4646,49598,"Greater Hobby Area, Houston",17/03/2020,Turner joins grocery chain representatives to update public on supplies and store hours,Neutral
34749,79701,Australia,06/04/2020,How COVID-19 impacts your postal deliveries https://t.co/VpYIdIyS9H,Neutral
27126,72078,UK ?? EU ?? Earth ?,26/03/2020,Just called me neighbour to ask if she was ok She is 83 and lost her husband last summer She cried down the phone because she feels lonely I said please don t be sad She is doing me up a list for the supermarket Be there people let s help the most vulnerable,Negative
25391,70343,Germany France Spain Italy Be,25/03/2020,"There Are No Vaccines or Medicines for COVID-19, Yet https://t.co/3lzC5LpVli",Negative
6506,51458,,18/03/2020,"Retailers who inflate prices because of #Coronavirus to be prosecuted.
YESSSS https://t.co/kX6hlRGfnQ",Negative
43957,88909,"México, DF",13/04/2020,New York s largest plant supplies for sanitizer to U S Canadian corporations as persists Read More,Neutral
30611,75563,"Durban North, South Africa",02/04/2020,The nation s largest retailer Walmart is keeping its workers busy while trying to stay safe during the COVID 19 outbreak The store is struggling to keep the shelves stocked while the trend of aggressive and excessive shopping is taking place Read more,Negative
34925,79877,"Edmonton, AB #yeg",06/04/2020,"?? MONTHLY EDMONTON REAL ESTATE STATS for March 2020 are here... 
.
While COVID-19 uncertainty and economic situation in Canada drives the prices down, the market is still active and sales are happening! (It might https://t.co/OFt8pAZ6HJ",Positive
38381,83333,Canada,08/04/2020,@Bethenny @UPS Youre getting killed for shipping prices. My nan is getting killed from COVID-19,Negative
23771,68723,"Omelas, Alas",24/03/2020,An interesting and thoughtful piece from @TheCounter | There's psychology behind the foods we don't buy in a crisis https://t.co/fRyT8b1uEE,Positive
33860,78812,Deeside,06/04/2020,How will Covid 19 affect house prices in Deeside,Neutral
29507,74459,"Athens, OH",01/04/2020,"https://t.co/CuSXju1mCm
Quoted in the Columbus Dispatch talking about consumer behavior during COVID-19.

#socialdistancing #societyandculture #covid19 #covid19us #columbusohio #coronavirus #frozen #netflixparty #consumerbehavior",Neutral
27881,72833,London,26/03/2020,Carnivorous is an anagram of #coronavirus - that is one freaky coincidence! Might this be where we end up as a result of weeks more of supermarket shortages plus #UKlockdown?! ???,Negative
14381,59333,EU,20/03/2020,To the selfish greedy people stripping supermarket shelves this wonderful woman could be saving your life in a few days or weeks Or your parents lives Or your children s lives Think about it Then think about it again 19,Neutral
18892,63844,,22/03/2020,Western Australia will freeze water prices as part of the economic response to COVID 19 Read more,Positive
31518,76470,Miami,03/04/2020,Interesting data. @yottaa commissioned a study on shopping behaviors in the age of Covid-19. Early effects here https://t.co/nzpPufu7xe,Positive
28954,73906,"Aschaffenburg, Deutschland",30/03/2020,"Our new Linde H20 is also used by the Hakle company in Düsseldorf, Germany and helps to load particularly valuable cargo. ? Learn more about our latest forklift generation:  https://t.co/y0975k9dze #lindemh #stayheathy #flattenthecurve #supplychain https://t.co/AgqhzM9wI1",Positive
19305,64257,Koper,22/03/2020,At we believe in the power of and our ability to make it through 19   We are offering for laboratories who are facing uncertain times with discounted prices at   to help you digitize your research,Positive
40317,85269,Los Angeles,09/04/2020,"Please give to help these organizations. #FoodBanks Are Overrun, as #Coronavirus Surges Demand https://t.co/dFIfe9hca7 https://t.co/j0FnJDLEqF",Positive
41040,85992,,10/04/2020,@FLOTUS @POTUS umbrella an effective and affordable solution to implement 6 feet  #SocialDistancing in grocery or pharmacy instantaneously - #umbrella just ask Americans to open umbrella in the store https://t.co/7sEDsKiGao,Positive
32543,77495,USA,05/04/2020,Rural counties in SC are especially hard hit by COVID 19 to   stop closure of rural hospitals   protect people with pre existing conditions   lower RX drug prices  ACA and Medicaid Vote Jaime Harrison D SC for Senate,Negative
43674,88626,"Racine, Wisconsin",13/04/2020,"The Mobile Market is a grocery store on wheels the comes to neighborhoods in Racine. Tomorrow the Mobile Market will be at Mount Pleasant Manor, 2250 Layard Ave., Racine, WI, at 2pm for your grocery needs. Visit https://t.co/KisdOTht60 for details and other COVID-19 resources. https://t.co/C0u2vHbwh6",Positive
10434,55386,"84-86 Pafou Street, 2nd floor, 3051, Limassol - Cyprus",19/03/2020,"Exclusive Capital Prime, Commodity Outlook, March 19, 2020

Today's main headline: Commodity prices crash on global recession fears #crudeoil #coronavirus #commodity #exclusivecapital

Risk Warning: 80% of retail CFD accounts lose money. https://t.co/shtscv35sI",Negative
35332,80284,"Alexandria, VA",07/04/2020,Food banks are seeing drops in donations from local grocery stores as panicked shoppers leave more shelves bare  It isn t like a certain region was hit by a hurricane and things can flood in from across the country Everybody is affected by this  ,Negative
21433,66385,"Charlotte, NC",23/03/2020,I finally understand his frustration. #toiletpaper #beavis #tp #beavisandbutthead #covid_19 #coronavirus #igers https://t.co/PoLSrpTWa2,Negative
14590,59542,Scotland.,20/03/2020,"Rather than buying (and hoarding) that extra 24 pack of toilet paper, do this instead! Please give what you can to this amazing initiative, helping the most vulnerable. #coronavirus #BeKind #StopHoarding https://t.co/lPy7ekH8gx",Positive
25476,70428,,25/03/2020,charges for may face further downside potential on tight supply as Chinese are grappling with losses on falling zinc prices and the deterred operations of some zinc miners overseas,Negative
40915,85867,,10/04/2020,Minion World I successfully stole a case of toilet paper Got off SCOTT via,Positive
39035,83987,"Hatfield, UK",08/04/2020,"@MummyToTheMax Hi there.  Were working with suppliers to restock so we can get as much food into as many homes as possible. Were experiencing unprecedented levels of demand at the moment &amp; we apologise if items are out of stock. For more info, ple",Positive
37476,82428,"San Jose, CA",08/04/2020,"My grocery store find of the day. Only my absolute favorite beer. Took the last two six-packs in the store. Consider my morale boosted a bit. ? 

#ShelterInPlace #SocialDistancing #belchingbeaver #peanutbuttermilkstout https://t.co/4d3gPD1HE6",Positive
4656,49608,,17/03/2020,"Is the depreciate in world oil prices related to #Covid_19 only, or are there other issues that play a major role, such as the upcoming #US elections, due to support for the current president's campaign?",Positive
9458,54410,Australia,19/03/2020,"So, COVID-19 is super stressful. So is moving to a new town, having reduced food stocks for ease, and having to resupply amid panic buying. So is being extorted by our movers and needing to take them to VCAT, if that even continues to be an option.",Negative
22069,67021,"Oklahoma City, OK",23/03/2020,"Want advice on avoiding scams related to #COVID-19? Visit the link provided under consumer protection resources:
https://t.co/WDejxXu90B

Find this and other important information when you visit the main page at:
https://t.co/rXDo8PUptD https://t.co/pQtH197MUQ",Negative
26838,71790,"New York, NY",25/03/2020,Occidental Petroleum $OXY CEO Vicki Hollubs salary will be cut by more than 80% and top executives pay will be slashed as Covid-19 continues to slam oil prices. https://t.co/TSTRliTemj,Negative
39816,84768,"Tampa, FL",09/04/2020,"Its a question that many are having - how does the State of Florida Emergency Declaration impact my business? Whether the owner, operator, key employee or consumer - its important to be aware of those laws. Read the blog to learn more: https://t.co/ZhdNOEKUS1

#COVID-19",Negative
18559,63511,Johannesburg,22/03/2020,"Now this is one of the most important lists you'll see in 2020! A stance by the government to prevent companies from hiking up the prices of baby formula, toilet paper, rice, cooking oil, and more basic household items? #COVID19SA https://t.co/V0whnMDYlm",Positive
15571,60523,,20/03/2020,"For those companies and people profiteering from the Covid-19 pandemic but inflating prices for no reason but to take advantage of the current situation, we will remember who you are. Once this is all over, don't expect us to forgive. #CoronaCrisis #profiteering #COVID_19uk",Positive
30789,75741,KPK,02/04/2020,"After economic crisis in #Pakistan due to #coronavirus pandemic, the prices of food items have witnessed an increase and meat price has also increased enormously. https://t.co/NTu3w0sXrj via @TNNEnglish",Negative
24350,69302,,25/03/2020,@PrakashJavdekar pls sir covid 19 lock down in rural area some of middle class and poor people have tvs but as per new TRAI dth rules dth price increase so they can come out in evening time.plz to reduce dth prices or give free service to all dth connecti,Positive
37040,81992,"Miami, Florida",07/04/2020,"February Home Prices Increased by 4.1 Percent Annual in U.S., Pre-Coronavirus https://t.co/iPijnMXsoe",Positive
12171,57123,London,19/03/2020,"Grocery store employees are the unsung heroes of the COVID-19 pandemic. Here are some ways you can keep up morale in your stores and help your staff do their job as best they can. #groceryretail #supermarkets #coronavirus #covid19
https://t.co/qP6h0IoRDd",Positive
32854,77806,"New York, London, Singapore",05/04/2020,Asia AM The Canadian Dollar may fall alongside prices at market open after the virtual meeting was pushed back The Australian Dollar may rise as weekend stock futures gain USDCAD AUDUSD,Positive
4668,49620,,17/03/2020,"During all this #coronavirus panic it's always good to give back to families in need. Donate food, time or money at the #SAFoodBank or any food bank near you https://t.co/2l7t4C4YSs",Negative
17189,62141,,21/03/2020,"Hindustan Unilever to slash prices of hygiene products, pledges Rs 100 crore to fight Covid-19 - The Econom... https://t.co/t8iCEBlGlc via @AnilSinghvi_",Negative
4706,49658,"Mosul, Iraq",17/03/2020,"An hour left to the curfew. I spent an hour out.  Groceries prices jump overnight. Ppl are hugely concerned &amp; upset of the govt performance in the time of crisis. More urgent calls from #mosul to lock the city down &amp; close all enterances.
#mosul2020
#Covid_19 https://t.co/w8Nnq623Hi",Negative
25265,70217,"El Mundo, España",25/03/2020,"How COVID-19 may impact farming: Labor issues, supply chain issues and oh, yes, market prices. https://t.co/WshgkNLY9L",Positive
41815,86767,"Chesterfield, Derbyshire",11/04/2020,"Unless you are a supermarket, grocery shop, convenience store, chemist or other indispensable service, you may find the only way to continue trading at the moment is online. @MaybeTech will help you find the best way: https://t.co/jnI1RLwCH0  #sellingonline #WDYT #Chesterfield https://t.co/lMn8VIvz6V",Positive
28307,73259,"Morgan Hill, CA",26/03/2020,"Questioning why athletes and entertainers get paid millions when apparently they are not as essential as health care professionals, restaurant cooks, delivery drivers and grocery store employees. ? #COVID19 #coronavirus https://t.co/JPknnQhYIX",Positive
43107,88059,South Jersey,12/04/2020,The line outside my grocery store this morning #SocialDistancing https://t.co/ljAVO4I42h,Neutral
8425,53377,"Boston, MA",18/03/2020,Should you be doing anything differently about annual equity awards to account for the extreme volatility in share prices? https://t.co/boO6MQKBbV #execpay #compensation #corpgov #COVID19 #coronavirus https://t.co/JGLSBKu8md,Positive
25995,70947,"Oporto, Portugal",25/03/2020,"As the #COVID19 pandemic is dramatically changing consumer behaviors worldwide, we look to the #ecommerce business to understand how should retail companies navigate through the crisis.

Read here ? https://t.co/t8gG8HHu7e

#retail #coronavirus #analytics https://t.co/ONuz05dMzv",Negative
39599,84551,"Madeira beach, fla",09/04/2020,But seriously is there a shortage of toilet paper where you are 19,Negative
20339,65291,"Warwick, RI",22/03/2020,Our new #servicedog  is #trained to not only help with calming us down in these hard times of #corvid19 #coronavirus but to also have a #supply of #toiletpaper in these #hardtimes #furbabylove #pet #cbdofri #canamed https://t.co/lhoOFgoxCv,Neutral
33537,78489,"Cambridge, MA",05/04/2020,"Such a treacherous disease #COVID19. Claimed a cousin in London Thur; 65, healthy, no health issues. Developed fever, shortness of breath. Ambulance came home Mon. to give oxygen, he decided to go back to hospital with it. Was expecting to be discharged. Then collapsed. #RIP",Negative
22861,67813,,24/03/2020,Lower prices caused by the and the failure of talks will weaken the credit profiles of oil exporting sovereigns although the impact will vary from country to country,Negative
40286,85238,"Kuala Lumpur City, Kuala Lumpu",09/04/2020,I was caused out of a supermarket because I didnt I wear. I showed no symptom of Covid-19! @KKMPutrajaya must I wear a mask because Im going to a supermarket to buy groceries for my family? @MuhyiddinYassin @AzminAli @DGHisham @DrAdhamBaba,Negative
7028,51980,"?? Phoenix, Arizona ??",18/03/2020,The state of Arizona now has a 24-hour helpline for seniors unable to access groceries: 602-264-4357. #coronavirus  https://t.co/317i0Gap1u,Neutral
25606,70558,"Nairobi, Kenya",25/03/2020,We all have to play a role in preventing the spread of Let s protect ourselves amp the people around us from getting sick Washing hands with soap and running water or alcohol based sanitizer will help to the spread of,Positive
26170,71122,"New York, NY",25/03/2020,(1) Lysol Laundry Sanitizer Additive Crisp Linen - 41oz https://t.co/VXeBowwYj7 #coronavirus #covid_19 #covid19 https://t.co/SQPJXLXUuo,Neutral
26940,71892,"Atlanta, GA",25/03/2020,Check out my new YouTube video   I m making hand sanitizer amp here is how you can make yours to protect yourself from the Corona Virus ,Positive
13605,58557,"Basingstoke, England",20/03/2020,Click the link for IGD s resources   find out how we re engaging with industry and read news from the food and consumer goods sector on how the situation is developing Follow for more regular content,Positive
21915,66867,Oxfordshire,23/03/2020,"@OxfordBusCo @ThamesTravelTW1 &amp; @Stagecoach_Ox have lifted restrictions on access to free travel for bus pass holders for the #vulnerable #elderly and #disabled to be able to do early morning supermarket shopping
in the wake of the Covid-19 pandemic",Positive
5074,50026,Southern Cali Desert,17/03/2020,"Off work, kids out of school. No meat in my grocery store, no tp, ya'll be crazy. Even all the cup of noodles are all gone!!! #CoronavirusOutbreak #coronapocolypse #COVID2019",Negative
33058,78010,"City of London, London",05/04/2020,@business @amazon and others...can we have a new filter on our online shopping pages? I would like to exclude some countries who neglect their workers and customers...standards will rise if the money stops flowing...going to #BuyBritish going forward... #,Negative
24827,69779,"San Francisco, Bay Area, CA",25/03/2020,"15 CoronaVirus Hacks- Pandemic Guide, Safe Mask, homebound business op, Home Diagnosis,  Better than Toilet Paper, Sanitizers, Movies, Myths &amp; Tips &gt;&gt;&gt; https://t.co/FSC9LVBl1Q??
#Coronavirus 
#Pandemic #mask #test #toiletpaper #sanitizers #bizop https://t.co/KeO43TBmoK",Positive
37468,82420,"Gulf Coast, Florida, soon CT",08/04/2020,With hand sanitizer in high demand and a local distillery bring ingenuity and creativity to help,Positive
10373,55325,,19/03/2020,"The grocery store must be like how burning man feels every year. Im out here trying to trade fruit loops for TP. Hell, Ill knit a sweater for that sweet 2 ply.

#coronavirus #ToiletPaperApocalypse",Neutral
12425,57377,"Mumbai,MH,India",20/03/2020,Hindustan Unilever commits Rs 100 cr to the nation in the fight against reduce the prices of sanitizers handwash amp floor cleaners by 15,Negative
37128,82080,"New Delhi, India",07/04/2020,"Our employees are dedicated towards their work so they can serve our customers better. Download our app - https://t.co/GHlFpBkK0l

#ModernBazaar #Online #HomeDelivery #Coronavirus #Covid19 #Safety #Groceries #Supermarket #InHouseProducts #GroceryStore #PremiumBrands https://t.co/rK0oz6AKRn",Positive
38626,83578,,08/04/2020,"Earth is Recovering..

May be Corona Virus is Sanitizer for Earth

#coronavirus #earth #sanitizer #2020 #earthhealth #healtyearth #AirPollution #waterpollution",Neutral
32438,77390,new delhi,04/04/2020,"Too know all that is wrong with public sector and why India bleeds money just read these two headlines @ONGC_ @nsitharaman #COVID2019 India simply can't afford white elephants
https://t.co/mog658sFbV
https://t.co/SbCFWCRXCU",Negative
35852,80804,San Francisco Bay Area,07/04/2020,As we cheer on First Responders nurses doctors can we also cheer grocery store workers USPS and mail del drivers too Many of the later are working with no PPE 19,Positive
5817,50769,"Scottsdale, AZ",17/03/2020,? Coronavirus: Supermarkets working 'tirelessly' to restock essentials after panic-buyers clear shelves  https://t.co/XT1SufcKel,Negative
33505,78457,"Miami, FL",05/04/2020,"#N95 #KN95 masks, gloves, hand sanitizer, UV light sterilization for OR rooms and waiting rooms

Email victor@assistancemd.com for catalog quotes and availability

#Repost @neiltyson

#coronavirus #covid19 #doctors #healthcare #makeithappen #ppe #materials #supplies  #odyssey https://t.co/xZh4VSaYA0",Positive
5771,50723,,17/03/2020,"I went outside today, to grocery store and went to 4 dif ones to find stuff. Plus went to 5 dif pharmacies. Waited outside two pharmacies. People acting crazy. I am not going out again. Stay safe #COVID2019",Positive
34339,79291,"California, USA",06/04/2020,TP ? now in stock!!!  10 products are coming back to store shelves soon https://t.co/GDErAEUAaa  #business #economía #supplychain #technology #retail #mondaythoughts #MondayMorning #COVIDIOTS #COVID19 #coronavirus #HealthyLiving,Neutral
15601,60553,,20/03/2020,"UK. Asda has announced plans to hire more than 5,000 temporary employees who have lost their jobs due to Covid-19.

The supermarket is working with more than 20 companies nationally to bring in staff from industries including food and travel. @WorldCOVID19 https://t.co/zHNr4PC2bx",Negative
23315,68267,Pakistan,24/03/2020,"Lower inflation projections will be helped by record-low oil prices ($25) &amp; drastic fall in domestic consumption due to COVID-19 led slowdown.

If projected inflation hovers around 8-9% range, then an aggressive RIR stance could allow #SBP room to bring DR ?? to 9% level easily.",Negative
34523,79475,New Delhi,06/04/2020,"Global #oil prices remain on edge after #SaudiArabia and #Russia postponed a meeting scheduled to be held on Monday about a deal to cut output as the #coronavirus pandemic hits demand, it was reported. 

#Covid_19 https://t.co/VWaPbgNVYL",Negative
21767,66719,,23/03/2020,If your local shops or any retailers for that matter are hiking their prices please report them,Positive
20054,65006,Georgia,22/03/2020,Standing outside a supermarket in Tbilisi. Shop is not letting more than a few people in at a time. Door is otherwise locked. A better attitude than the Georgian Orthodox Church for sure. #Coronavirus,Positive
33719,78671,"Massachusetts, USA",06/04/2020,Every single grocery store clerk wiping down every available surface after every customer from the conveyor to the credit card reader to the scanner   you should get better than we allow you and I m standing up to fight for it 19,Positive
27935,72887,,26/03/2020,"COVID-19: Engineer proudly wears garbage bag to supermarket

https://t.co/BZhC5By3R8

#malaysiagazette #COVID19malaysia",Positive
37242,82194,East Sussex,08/04/2020,For emergency food referrals prescription requests help with shopping or feeling isolated Contact the new Council Community Hub line 01273 293117 amp online  Request for help  form on the Council website,Positive
22685,67637,SC,24/03/2020,The turns 10 today Almost every American relies on the law for health care protections for preexisting conditions or lower drug prices during this pandemic That s why 126 of my colleagues joined me to DEMAND that amp the GOP,Negative
32826,77778,"Fayetteville, AR",05/04/2020,"Despite most students being off campus, the Full Circle food pantry has seen an 87 percent rise in demand, leaving shelves empty.
#COVID19 #CoronavirusPandemic #NWAnews 

https://t.co/YC31JRv7i0 https://t.co/83IEz8GjVA",Negative
41428,86380,North America ,10/04/2020,"'A disastrous situation': mountains of #foodwasted as #coronavirus scrambles supply chain
#Farmers are seeing produce rot in fields and dairy wash down drains as they rush to find areas of #demand and prevent closures
https://t.co/fo0CQkeQIh @guardian #foodsecurity https://t.co/mCPi7mS1Zx",Negative
33970,78922,"New York, NY",06/04/2020,Brands should take opportunity to shine as #coronavirus lockdown takes toll on consumer confidence via @MarketingWeekEd https://t.co/HvgzEDzDPV,Positive
29749,74701,"Manchester, England ",01/04/2020,The postal system - not something my generation think about a lot. But thank god theyre still out their doing their essential work. How post offices are handling the coronavirus online shopping boom - Vox https://t.co/APdi5PIrUJ,Positive
23979,68931,"Victoria, London",24/03/2020,"""We survived rationing  we can survive the #coronavirus pandemic.""

The current crisis won't be the end, as veterans of earlier trials (including @rosaltmann) tell @adamfrwilliams https://t.co/BzQiZAcIes https://t.co/V68cmNt6CQ",Positive
28824,73776,Kuala Lumpur,29/03/2020,Let s not forget the food delivery guys the waste collectors the supermarket staff public transport staff and many more The unsung heroes,Positive
24909,69861,,25/03/2020,@katiecouric Stuck at home without Covid-19 test results after 7 days!! Very annoyed by that. Cant go to the grocery store. But enjoying time with my family and thankful were getting better. ?,Positive
32276,77228,"Mumbai, India",04/04/2020,"Inter city public transportation will never be same again in India. 
Anything with tightly packed crowds of people is now a health hazard. Permanently reduced demand. What options would a mass mobility ( bus/train/metro) consumer shift to? #coronavirus https://t.co/jQjJhaGm65",Negative
16384,61336,"Chandigarh, India",21/03/2020,"But, quality? Face masks @ ?20-50,  Amazon flipkart ?

RT @EconomicTimes: ""The retail price of a 200 ml bottle of #handsanitizer will not exceed Rs 100...These prices will be applicable throughout the country till June 30, 2020.""

#Coronavirus #Covid19 

https://t.co/n0WFN4Kaq6",Positive
6490,51442,"Derby, England",18/03/2020,"Being in Spain during lockdown has given me some perspective on what to expect when it inevitably happens in the UK. Police pulled people over and forced them to go home, handed out fines to people going out jogging. Can only go to the supermarket, pharmacy or work! #CoronaVirus",Negative
